# x y z
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
-0.0361522 -0.450093 0.117167
-0.411069 0.510181 -0.73802
0.263435 0.246059 -0.469241
-0.450783 0.590048 0.545217
-0.84357 0.950362 0.138677
-0.0266856 -0.0338489 -0.387374
0.261763 -0.0050481 -0.541241
0.593654 0.355522 0.0816005
-0.892814 -0.983083 -0.15947
0.507229 -0.822841 -0.889599
-0.527804 0.139627 0.663008
-0.272707 0.125866 -0.190292
0.264997 0.761868 0.689019
-0.35987 -0.836943 -0.785084
-0.0957665 0.69214 0.525047
0.498798 0.830114 0.00864685
-0.584787 0.920496 -0.187299
0.00987577 0.961466 -0.710986
-0.885735 0.162375 -0.411315
-0.902662 -0.680286 0.799294
0.434702 0.184099 0.617346
-0.00777513 0.823026 0.900716
-0.584401 -0.837983 0.0237812
0.91577 -0.521826 -0.670226
0.181324 -0.943711 -0.423384
0.856009 0.97953 0.57322
-0.171372 -0.927709 0.512738
0.861575 -0.65457 -0.279653
0.560088 0.789645 0.383749
-0.955482 0.505131 -0.830313
